X,Y,OBJECTID,Reported_Date,Occurrence_Category,Occurrence_Group,Occurrence_Type_Group,Intersection,Reported_Day,Reported_Month,Reported_Year,Date_Reported
-113.460101009,53.6118542720001,11608,2022/08/14 12:00:00+00,Violent,Personal Violence,Assault,150 AV/76 ST,14,8,2022,2022/08/14
-113.517653959,53.5409482590001,11609,2022/08/14 12:00:00+00,Non-Violent,Property,Possession Stolen Property,114 ST/JASPER AV,14,8,2022,2022/08/14
-113.685409148,53.506521278,11610,2022/08/14 12:00:00+00,Disorder,General Disorder,Trouble with Person,GREENOUGH CP/GREENOUGH CP,14,8,2022,2022/08/14
-113.396871816,53.57037132,11611,2022/08/14 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,118 AV/36 ST,14,8,2022,2022/08/14
-113.613518023,53.544853484,11612,2022/08/14 12:00:00+00,Non-Violent,Property,Theft Under $5000,103 AV/MAYFIELD COMMON RD,14,8,2022,2022/08/14
-113.646571785,53.53704915,11613,2022/08/14 12:00:00+00,Violent,Personal Violence,Assault,100 AV/186 ST,14,8,2022,2022/08/14
-113.377906027,53.4540620540001,11614,2022/08/14 12:00:00+00,Non-Violent,Property,Theft Under $5000,23 AV/24 ST,14,8,2022,2022/08/14
-113.460832512,53.5275529310001,11615,2022/08/14 12:00:00+00,Non-Violent,Property,Break and Enter Residential,87 ST/92A AV,14,8,2022,2022/08/14
-113.508427238,53.543017015,11616,2022/08/13 12:00:00+00,Non-Violent,Property,Theft Under $5000,102 AV/109 ST,13,8,2022,2022/08/13
-113.48179596,53.6073657790001,11617,2022/08/13 12:00:00+00,Disorder,General Disorder,Trouble with Person,145 AV/92 ST,13,8,2022,2022/08/13
-113.48819485,53.5998334330001,11618,2022/08/13 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,NORTHGATE TC/NORTHGATE TC,13,8,2022,2022/08/13
-113.411038592,53.6129316720001,11619,2022/08/13 12:00:00+00,Disorder,General Disorder,Trouble with Person,151 AV/MILLER BV,13,8,2022,2022/08/13
-113.58503154,53.484141907,11620,2022/08/13 12:00:00+00,Non-Violent,Property,Fraud General,154 ST/44 AV,13,8,2022,2022/08/13
-113.412944292,53.5888153830001,11621,2022/08/13 12:00:00+00,Disorder,General Disorder,Trouble with Person,128A AV/46 ST,13,8,2022,2022/08/13
-113.465530901,53.5688860660001,11622,2022/08/13 12:00:00+00,Non-Violent,Property,Possession Stolen Property,117 AV/81 ST,13,8,2022,2022/08/13
-113.499414234,53.556694475,11623,2022/08/25 12:00:00+00,Disorder,General Disorder,Trespassing,KINGSWAY /KINGSWAY ,25,8,2022,2022/08/25
-113.451704611,53.540050744,11624,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,81 ST/99A AV,24,8,2022,2022/08/24
-113.492323261,53.5449090320001,11625,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,100A ST/102 ST,24,8,2022,2022/08/24
-113.480486526,53.5497279030001,11626,2022/08/24 12:00:00+00,Weapons,Weapons Violations,Weapons Complaint,105 AV/105 AV,24,8,2022,2022/08/24
-113.467298588,53.5612190910001,11627,2022/08/24 12:00:00+00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,82 ST/112 AV,24,8,2022,2022/08/24
-113.482442458,53.605915112,11628,2022/08/24 12:00:00+00,Disorder,General Disorder,Trouble with Person,144 AV/92 ST,24,8,2022,2022/08/24
-113.399891434,53.6022498950001,11629,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,139 AV/37 ST,24,8,2022,2022/08/24
-113.600976374,53.5433018860001,11630,2022/08/24 12:00:00+00,Disorder,Disputes/Disturbances,Disturbance,102 AV/162 ST,24,8,2022,2022/08/24
-113.43323124,53.467066033,11631,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,34A AV/34A AV,24,8,2022,2022/08/24
-113.406233684,53.519437349,11632,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,42 ST/84 AV,24,8,2022,2022/08/24
-113.477083268,53.5421644310001,11633,2022/08/24 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,100A AV/95 ST,24,8,2022,2022/08/24
-113.60091138,53.541300284,11634,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Over $5000,162 ST/STONY PLAIN RD,24,8,2022,2022/08/24
-113.539521921,53.5992117750001,11635,2022/08/24 12:00:00+00,Disorder,General Disorder,Trouble with Person,127 ST/137 AV,24,8,2022,2022/08/24
-113.467309414,53.5703906620001,11636,2022/08/24 12:00:00+00,Disorder,Disputes/Disturbances,Disturbance,118 AV/82 ST,24,8,2022,2022/08/24
-113.467426414,53.6054849120001,11637,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,82 ST/82 ST,24,8,2022,2022/08/24
-113.519294691,53.477219028,11638,2022/08/24 12:00:00+00,Disorder,Disputes/Disturbances,Disturbance,111B ST/111B ST,24,8,2022,2022/08/24
-113.475688059,53.4879590510001,11639,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Over $5000,51 AV/51 AV,24,8,2022,2022/08/24
-113.483506181,53.6121364950001,11640,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,151 AV/93 ST,24,8,2022,2022/08/24
-113.519469374,53.5376338930001,11641,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,115 ST/174 ST,24,8,2022,2022/08/24
-113.48279951,53.5180499100001,11642,2022/08/24 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,82 AV/98 ST,24,8,2022,2022/08/24
-113.521310963,53.5498023900001,11643,2022/08/24 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,106 AV/116 ST,24,8,2022,2022/08/24
-113.525556753,53.522906005,11644,2022/08/24 12:00:00+00,Non-Violent,Property,Possession Stolen Property,87 AV/114 ST,24,8,2022,2022/08/24
-113.432830767,53.468206336,11645,2022/08/24 12:00:00+00,Non-Violent,Property,Fraud - Financial,34B AV/WOODVALE RD,24,8,2022,2022/08/24
-113.442820935,53.6048465120001,11646,2022/08/24 12:00:00+00,Violent,Personal Violence,Assault,66 ST/144 AV,24,8,2022,2022/08/24
-113.46325349,53.441704235,11647,2022/08/24 12:00:00+00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,10 AV/87 ST,24,8,2022,2022/08/24
-113.504758858,53.558842853,11648,2022/08/24 12:00:00+00,Violent,Personal Violence,Assault,107 ST/111 AV,24,8,2022,2022/08/24
-113.519461907,53.540942285,11649,2022/08/24 12:00:00+00,Violent,Personal Violence,Robbery Personal,115 ST/JASPER AV,24,8,2022,2022/08/24
-113.49241786,53.5454556880001,11650,2022/08/24 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,100A ST/103 AV,24,8,2022,2022/08/24
-113.528668018,53.546192422,11651,2022/08/24 12:00:00+00,Non-Violent,Property,Fraud General,104 AV/120 ST,24,8,2022,2022/08/24
-113.529520266,53.6355336070001,11652,2022/08/24 12:00:00+00,Non-Violent,Property,Fraud - Financial,120 ST/173A AV,24,8,2022,2022/08/24
-113.419045734,53.4246848980001,11653,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,ELLERSLIE RD SW/ELLERSLIE RD SW,24,8,2022,2022/08/24
-113.534936942,53.599489492,11654,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,123A ST/137 AV,24,8,2022,2022/08/24
-113.368625525,53.4810226560001,11655,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,17 ST/17 ST,24,8,2022,2022/08/24
-113.491761035,53.5488009600001,11656,2022/08/24 12:00:00+00,Violent,Personal Violence,Assault,100 ST/105A AV,24,8,2022,2022/08/24
-113.464842722,53.4097533130001,11657,2022/08/24 12:00:00+00,Non-Violent,Property,Fraud - Financial,CHERRY LD SW/CHERRY LD SW,24,8,2022,2022/08/24
-113.590332016,53.5230987400001,11658,2022/08/24 12:00:00+00,Non-Violent,Property,Internet Fraud,156 ST/90 AV,24,8,2022,2022/08/24
-113.523682043,53.5673025660001,11659,2022/08/24 12:00:00+00,Non-Violent,Property,Theft Under $5000,111 AV/KINGSWAY ,24,8,2022,2022/08/24
-113.444614207,53.569908109,11660,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,116 AV/67 ST,23,8,2022,2022/08/23
-113.436740056,53.513301218,11661,2022/08/23 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,71 ST/77 AV,23,8,2022,2022/08/23
-113.467256335,53.5869641310001,11662,2022/08/23 12:00:00+00,Disorder,General Disorder,Trouble with Person,128A AV/82 ST,23,8,2022,2022/08/23
-113.476670772,53.519031527,11663,2022/08/23 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,83 AV/96 ST,23,8,2022,2022/08/23
-113.495649586,53.474632447,11664,2022/08/23 12:00:00+00,Violent,Personal Violence,Assault,CALGARY TR/CALGARY TR,23,8,2022,2022/08/23
-113.495377211,53.5209652950001,11665,2022/08/23 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,85 AV/GATEWAY BV,23,8,2022,2022/08/23
-113.602689011,53.53183296,11666,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,163 ST/95 AV,23,8,2022,2022/08/23
-113.424502723,53.4583161690001,11667,2022/08/23 12:00:00+00,Non-Violent,Property,Break and Enter Residential,22 AV/55 ST,23,8,2022,2022/08/23
-113.544262651,53.5946411400001,11668,2022/08/23 12:00:00+00,Violent,Personal Violence,Assault,129 ST/134 AV,23,8,2022,2022/08/23
-113.487059004,53.499791171,11669,2022/08/23 12:00:00+00,Violent,Personal Violence,Assault,63 AV/63 AV,23,8,2022,2022/08/23
-113.442980955,53.578316735,11670,2022/08/23 12:00:00+00,Non-Violent,Property,Property Damage,66 ST/YELLOWHEAD TR,23,8,2022,2022/08/23
-113.491804535,53.5698945820001,11671,2022/08/23 12:00:00+00,Violent,Personal Violence,Assault,97 ST/97 ST,23,8,2022,2022/08/23
-113.676897781,53.512171745,11672,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,GUARDIAN RD/WHITEMUD DR,23,8,2022,2022/08/23
-113.651656637,53.54061568,11673,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,STONY PLAIN RD/STONY PLAIN RD,23,8,2022,2022/08/23
-113.509348633,53.5430171960001,11674,2022/08/23 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,102 AV/104 ST,23,8,2022,2022/08/23
-113.490296418,53.5411539410001,11675,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,100 ST/JASPER AV,23,8,2022,2022/08/23
-113.610291544,53.545095383,11676,2022/08/23 12:00:00+00,Disorder,Disputes/Disturbances,Dispute,102B AV/167 ST,23,8,2022,2022/08/23
-113.559253797,53.6265507590001,11677,2022/08/23 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,165 AV/138 ST,23,8,2022,2022/08/23
-113.590364203,53.519503177,11678,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,156 ST/87 AV,23,8,2022,2022/08/23
-113.458325766,53.519025766,11679,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,83 AV/85 ST,23,8,2022,2022/08/23
-113.69610786,53.5864580630001,11680,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,HAWKS RIDGE BV/HAWKS RIDGE BV,23,8,2022,2022/08/23
-113.369077037,53.4366714320001,11681,2022/08/23 12:00:00+00,Weapons,Weapons Violations,Weapons Complaint,ANTHONY HENDAY DR/17 ST,23,8,2022,2022/08/23
-113.519656723,53.5655924980001,11682,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,AIRPORT RD/KINGSWAY ,23,8,2022,2022/08/23
-113.534936942,53.599489492,11683,2022/08/23 12:00:00+00,Non-Violent,Property,Theft Under $5000,123A ST/137 AV,23,8,2022,2022/08/23
-113.486130028,53.5180553420001,11684,2022/08/23 12:00:00+00,Non-Violent,Property,Fraud - Financial,82 AV/99 ST,23,8,2022,2022/08/23
-113.491761035,53.5488009600001,11685,2022/08/23 12:00:00+00,Violent,Personal Violence,Assault,100 ST/105A AV,23,8,2022,2022/08/23
-113.591232737,53.6118097880001,11686,2022/08/23 12:00:00+00,Non-Violent,Property,Break and Enter Commercial,156 ST/CAMPBELL RD,23,8,2022,2022/08/23
-113.500355062,53.537247171,11687,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,99 AV/99 AV,22,8,2022,2022/08/22
-113.535899765,53.5430282770001,11688,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,102 AV/124 ST,22,8,2022,2022/08/22
-113.510273323,53.5514181,11689,2022/08/22 12:00:00+00,Disorder,General Disorder,Trouble with Person,107 AV/110 ST,22,8,2022,2022/08/22
-113.491172537,53.6212640970001,11690,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,160 AV/97 ST,22,8,2022,2022/08/22
-113.443966163,53.4583853710001,11691,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,28 AV/LAKEWOOD TC,22,8,2022,2022/08/22
-113.438199318,53.592257084,11692,2022/08/22 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,63 ST/132 AV,22,8,2022,2022/08/22
-113.479796584,53.547013586,11693,2022/08/22 12:00:00+00,Disorder,General Disorder,Trouble with Person,103 AV/95 ST,22,8,2022,2022/08/22
-113.504211922,53.6200242450001,11694,2022/08/22 12:00:00+00,Violent,Personal Violence,Assault,BEAUMARIS RD/STIRLING RD,22,8,2022,2022/08/22
-113.494664514,53.4634636760001,11695,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,CALGARY TR/CALGARY TR,22,8,2022,2022/08/22
-113.493727973,53.539570747,11696,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,101 ST/BELLAMY HL,22,8,2022,2022/08/22
-113.516920192,53.4487820960001,11697,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,111 ST/SADDLEBACK RD,22,8,2022,2022/08/22
-113.450779687,53.587625609,11698,2022/08/22 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,129 AV/71 ST,22,8,2022,2022/08/22
-113.547824123,53.571577555,11699,2022/08/22 12:00:00+00,Disorder,General Disorder,Trouble with Person,119 AV/132 ST,22,8,2022,2022/08/22
-113.467432884,53.5200444290001,11700,2022/08/22 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,84 AV/91 ST,22,8,2022,2022/08/22
-113.515622403,53.453822266,11701,2022/08/22 12:00:00+00,Violent,Personal Violence,Assault,111 ST/23 AV,22,8,2022,2022/08/22
-113.462284557,53.4716316170001,11702,2022/08/22 12:00:00+00,Disorder,General Disorder,Trouble with Person,86 ST/RICHFIELD RD,22,8,2022,2022/08/22
-113.58326976,53.54128546,11703,2022/08/22 12:00:00+00,Non-Violent,Property,Possession Stolen Property,152 ST/STONY PLAIN RD,22,8,2022,2022/08/22
-113.468811593,53.567349596,11704,2022/08/22 12:00:00+00,Weapons,Weapons Violations,Weapons Complaint Firearm,116 AV/83 ST,22,8,2022,2022/08/22
-113.620863184,53.531131836,11705,2022/08/22 12:00:00+00,Weapons,Explosives/Dangerous Goods,Bomb Threat,174 ST/95 AV,22,8,2022,2022/08/22
-113.516483465,53.487737344,11706,2022/08/22 12:00:00+00,Non-Violent,Property,Break and Enter Commercial,111 ST/111 ST,22,8,2022,2022/08/22
-113.506607374,53.5476582360001,11707,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,108 ST/108 ST,22,8,2022,2022/08/22
-113.63011158,53.523759544,11708,2022/08/22 12:00:00+00,Non-Violent,Property,Fraud General,178 ST/89 AV,22,8,2022,2022/08/22
-113.516508195,53.486440498,11709,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,111 ST/SOUTHGATE TC,22,8,2022,2022/08/22
-113.54139328,53.6291995920001,11710,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,127 ST/127 ST,22,8,2022,2022/08/22
-113.524520108,53.528015806,11711,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,NOT NAMED RD/NOT NAMED RD,22,8,2022,2022/08/22
-113.492044448,53.483116549,11712,2022/08/22 12:00:00+00,Disorder,General Disorder,Trespassing,45 AV/GATEWAY BV,22,8,2022,2022/08/22
-113.413275987,53.5974321960001,11713,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,137 AV/50 ST,22,8,2022,2022/08/22
-113.544217637,53.397430204,11714,2022/08/22 12:00:00+00,Non-Violent,Property,Internet Fraud,DANIELS LK SW/DANIELS WY SW,22,8,2022,2022/08/22
-113.434526948,53.4539798710001,11715,2022/08/22 12:00:00+00,Violent,Personal Violence,Robbery Personal,66 ST/23 AV,22,8,2022,2022/08/22
-113.630966199,53.5025085030001,11716,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,178 ST/178 ST,22,8,2022,2022/08/22
-113.444404796,53.5062935110001,11717,2022/08/22 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,77 ST/CORONET RD,22,8,2022,2022/08/22
-113.620564774,53.541369752,11718,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,STONY PLAIN RD/175 ST,22,8,2022,2022/08/22
-113.510377731,53.5230874540001,11719,2022/08/22 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,108A ST/84 AV,22,8,2022,2022/08/22
-113.644515612,53.482397098,11720,2022/08/22 12:00:00+00,Non-Violent,Property,Break and Enter Residential,184 ST/WEDGEWOOD BV,22,8,2022,2022/08/22
-113.499228783,53.546188536,11721,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,104 ST/104 AV,22,8,2022,2022/08/22
-113.542386933,53.6093886450001,11722,2022/08/22 12:00:00+00,Weapons,Weapons Violations,Weapons Complaint,129 ST/147 AV,22,8,2022,2022/08/22
-113.465148268,53.6331467520001,11723,2022/08/22 12:00:00+00,Non-Violent,Property,Fraud - Financial,80 ST/172 AV,22,8,2022,2022/08/22
-113.5208442,53.521000675,11724,2022/08/22 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,112 ST/NOT NAMED RD,22,8,2022,2022/08/22
-113.452756869,53.4136799830001,11725,2022/08/22 12:00:00+00,Non-Violent,Property,Break and Enter Residential,21 AV SW/21 AV SW,22,8,2022,2022/08/22
-113.605030409,53.442361443,11726,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,TERWILLEGAR DR/TERWILLEGAR DR,22,8,2022,2022/08/22
-113.470863139,53.5767252210001,11727,2022/08/22 12:00:00+00,Disorder,Disputes/Disturbances,Dispute,85 ST/122 AV,22,8,2022,2022/08/22
-113.630966199,53.5025085030001,11728,2022/08/22 12:00:00+00,Non-Violent,Property,Theft Under $5000,178 ST/178 ST,22,8,2022,2022/08/22
-113.561810616,53.4409211240001,11729,2022/08/22 12:00:00+00,Non-Violent,Property,Fraud General,MAYNARD PT/MAYNARD PT,22,8,2022,2022/08/22
-113.515785677,53.5529979390001,11730,2022/08/21 12:00:00+00,Violent,Personal Violence,Assault,108 AV/113 ST,21,8,2022,2022/08/21
-113.510273323,53.5514181,11731,2022/08/21 12:00:00+00,Disorder,Disputes/Disturbances,Disturbance,107 AV/110 ST,21,8,2022,2022/08/21
-113.532355324,53.54461322,11732,2022/08/21 12:00:00+00,Disorder,General Disorder,Trouble with Person,103 AV/122 ST,21,8,2022,2022/08/21
-113.50658266,53.5462272940001,11733,2022/08/21 12:00:00+00,Non-Violent,Property,Fraud General,104 AV/108 ST,21,8,2022,2022/08/21
-113.399891434,53.6022498950001,11734,2022/08/21 12:00:00+00,Non-Violent,Property,Theft Under $5000,139 AV/37 ST,21,8,2022,2022/08/21
-113.593139876,53.511134826,11735,2022/08/21 12:00:00+00,Disorder,Provincial Statute Violations,Intoxicated Person,158 ST/78A AV,21,8,2022,2022/08/21
-113.482657952,53.5627367800001,11736,2022/08/21 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,113 AV/92 ST,21,8,2022,2022/08/21
-113.608853864,53.5007002510001,11737,2022/08/21 12:00:00+00,Non-Violent,Property,Break and Enter Residential,154 ST/WALKER RD,21,8,2022,2022/08/21
-113.399954021,53.569478254,11738,2022/08/21 12:00:00+00,Disorder,Provincial Statute Violations,Intoxicated Person,117 AV/38 ST,21,8,2022,2022/08/21
-113.486288775,53.5524890720001,11739,2022/08/21 12:00:00+00,Non-Violent,Property,Break and Enter Residential,107 AV/96 ST,21,8,2022,2022/08/21
-113.487070915,53.6110534160001,11740,2022/08/21 12:00:00+00,Non-Violent,Property,Break and Enter Residential,150 AV/95 ST,21,8,2022,2022/08/21
-113.51203954,53.511317939,11741,2022/08/21 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,109 ST/75 AV,21,8,2022,2022/08/21
-113.455706839,53.4428594830001,11742,2022/08/21 12:00:00+00,Disorder,Provincial Statute Violations,Intoxicated Person,80 ST/KNOTTWOOD RD,21,8,2022,2022/08/21
-113.449863779,53.4742165980001,11743,2022/08/21 12:00:00+00,Disorder,General Disorder,Trouble with Person,38 AV/76 ST,21,8,2022,2022/08/21
-113.497687637,53.499922741,11744,2022/08/21 12:00:00+00,Disorder,Disputes/Disturbances,Disturbance,104 ST/63 AV,21,8,2022,2022/08/21
-113.521311628,53.55141102,11745,2022/08/21 12:00:00+00,Disorder,General Disorder,Trouble with Person,107 AV/116 ST,21,8,2022,2022/08/21
-113.534935871,53.6004664110001,11746,2022/08/21 12:00:00+00,Non-Violent,Property,Theft Under $5000,123A ST/138 AV,21,8,2022,2022/08/21
-113.508427238,53.543017015,11747,2022/08/21 12:00:00+00,Non-Violent,Property,Theft Under $5000,109 ST/102 AV,21,8,2022,2022/08/21
-113.565847191,53.5813077870001,11748,2022/08/21 12:00:00+00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,142 ST/YELLOWHEAD TR,21,8,2022,2022/08/21
-113.512111198,53.5409376550001,11749,2022/08/21 12:00:00+00,Violent,Personal Violence,Assault,111 ST/JASPER AV,21,8,2022,2022/08/21
-113.366596589,53.6152647960001,11750,2022/08/21 12:00:00+00,Non-Violent,Property,Theft Under $5000,16 ST/152 AV,21,8,2022,2022/08/21
-113.496222388,53.5680156190001,11751,2022/08/21 12:00:00+00,Violent,Personal Violence,Assault,116 AV/116 AV,21,8,2022,2022/08/21
-113.427141883,53.5383406390001,11752,2022/08/21 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,98 AV/98 AV,21,8,2022,2022/08/21
-113.501161263,53.475382193,11753,2022/08/20 12:00:00+00,Non-Violent,Property,Break and Enter Residential,105 ST/39A AV,20,8,2022,2022/08/20
-113.495561672,53.5395607130001,11754,2022/08/20 12:00:00+00,Disorder,General Disorder,Trouble with Person,102 ST/MACDONALD DR,20,8,2022,2022/08/20
-113.512419844,53.497164925,11755,2022/08/20 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,60 AV/109 ST,20,8,2022,2022/08/20
-113.524072925,53.6097119630001,11756,2022/08/20 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,117A ST/148 AV,20,8,2022,2022/08/20
-113.47867015,53.550086487,11757,2022/08/20 12:00:00+00,Non-Violent,Property,Fraud - Financial,105 AV/105 AV,20,8,2022,2022/08/20
-113.509560698,53.491566968,11758,2022/08/20 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,107 ST/54 AV,20,8,2022,2022/08/20
-113.420427314,53.5967222730001,11759,2022/08/20 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,136 AV/54 ST,20,8,2022,2022/08/20
-113.393710987,53.568822998,11760,2022/08/20 12:00:00+00,Disorder,General Disorder,Trouble with Person,116A AV/34 ST,20,8,2022,2022/08/20
-113.502825862,53.488250672,11761,2022/08/20 12:00:00+00,Non-Violent,Property,Theft Under $5000,105B ST/51 AV,20,8,2022,2022/08/20
-113.442961039,53.590558376,11762,2022/08/20 12:00:00+00,Non-Violent,Property,Theft Under $5000,131 AV/66 ST,20,8,2022,2022/08/20
-113.369313044,53.512172611,11763,2022/08/20 12:00:00+00,Non-Violent,Property,Theft Under $5000,17 ST/76 AV,20,8,2022,2022/08/20
-113.526906648,53.5086284920001,11764,2022/08/20 12:00:00+00,Disorder,Disputes/Disturbances,Dispute,114A ST/72 AV,20,8,2022,2022/08/20
-113.450944162,53.546331578,11765,2022/08/20 12:00:00+00,Non-Violent,Property,Fraud General,104 AV/80 ST,20,8,2022,2022/08/20
-113.453831358,53.46007753,11766,2022/08/20 12:00:00+00,Non-Violent,Property,Theft Under $5000,29 AV/79 ST,20,8,2022,2022/08/20
-113.453831358,53.46007753,11767,2022/08/20 12:00:00+00,Non-Violent,Property,Theft Under $5000,29 AV/79 ST,20,8,2022,2022/08/20
-113.467256335,53.5869641310001,11768,2022/08/20 12:00:00+00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,128A AV/82 ST,20,8,2022,2022/08/20
-113.415244145,53.5918845640001,11769,2022/08/20 12:00:00+00,Violent,Personal Violence,Assault,131 AV/131 AV,20,8,2022,2022/08/20
-113.412773059,53.5491095290001,11770,2022/08/20 12:00:00+00,Non-Violent,Property,Break and Enter Residential,46 ST/105A AV,20,8,2022,2022/08/20
-113.418308043,53.58195678,11771,2022/08/20 12:00:00+00,Disorder,Disputes/Disturbances,Dispute,50 ST/YELLOWHEAD TR,20,8,2022,2022/08/20
-113.501056717,53.5339958010001,11772,2022/08/20 12:00:00+00,Disorder,Disputes/Disturbances,Disturbance,105 ST/97 AV,20,8,2022,2022/08/20
-113.443551354,53.5415674600001,11773,2022/08/20 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,WAYNE GRETZKY DR/WAYNE GRETZKY DR,20,8,2022,2022/08/20
-113.490911762,53.5499602420001,11774,2022/08/20 12:00:00+00,Disorder,General Disorder,Trouble with Person,99 ST/106 AV,20,8,2022,2022/08/20
-113.476311222,53.534634714,11775,2022/08/20 12:00:00+00,Violent,Sexual Violations,Indecent Act,96 AV/96A ST,20,8,2022,2022/08/20
-113.600976374,53.5433018860001,11776,2022/08/20 12:00:00+00,Non-Violent,Property,Theft Under $5000,102 AV/162 ST,20,8,2022,2022/08/20
-113.495571498,53.5409307050001,11777,2022/08/20 12:00:00+00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Criminal Flight Event,102 ST/JASPER AV,20,8,2022,2022/08/20
-113.575165643,53.5994229,11778,2022/08/20 12:00:00+00,Non-Violent,Property,Theft Under $5000,MARK MESSIER TR/ST ALBERT TR,20,8,2022,2022/08/20
-113.495618205,53.477960894,11779,2022/08/20 12:00:00+00,Disorder,General Disorder,Trouble with Person,42 AV/CALGARY TR,20,8,2022,2022/08/20
-113.684372081,53.49408785,11780,2022/08/20 12:00:00+00,Violent,Personal Violence,Assault,211 ST/58 AV,20,8,2022,2022/08/20
-113.442805373,53.6322865020001,11781,2022/08/20 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,170 AV/66 ST,20,8,2022,2022/08/20
-113.49925179,53.5372483780001,11782,2022/08/20 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,104 ST/99 AV,20,8,2022,2022/08/20
-113.404206404,53.6000290950001,11783,2022/08/20 12:00:00+00,Non-Violent,Property,Theft Under $5000,139 AV/40 ST,20,8,2022,2022/08/20
-113.418690973,53.5380262100001,11784,2022/08/20 12:00:00+00,Weapons,Weapons Violations,Weapons Complaint,50 ST/50 ST,20,8,2022,2022/08/20
