X,Y,OBJECTID,Reported_Date,Occurrence_Category,Occurrence_Group,Occurrence_Type_Group,Intersection,Reported_Day,Reported_Month,Reported_Year,Date_Reported
-113.485012248,53.5498709450001,3549,2022/09/09 12:00:00+00,Disorder,General Disorder,Suspicious Person,105A AV/96 ST,9,9,2022,2022/09/09
-113.602640669,53.5464026440001,3550,2022/09/09 12:00:00+00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,163 ST/104 AV,9,9,2022,2022/09/09
-113.4919108,53.5498966650001,3551,2022/09/09 12:00:00+00,Disorder,General Disorder,Trouble with Person,100 ST/106 AV,9,9,2022,2022/09/09
-113.491312956,53.516118351,3552,2022/09/12 12:00:00+00,Violent,Personal Violence,Assault,101 ST/80 AV,12,9,2022,2022/09/12
-113.467295706,53.558091136,3553,2022/09/12 12:00:00+00,Non-Violent,Property,Fraud - Financial,110 AV/82 ST,12,9,2022,2022/09/12
-113.47601575,53.549662939,3554,2022/09/12 12:00:00+00,Disorder,General Disorder,Trespassing,104 AV/92 ST,12,9,2022,2022/09/12
-113.477969992,53.5782925140001,3555,2022/09/12 12:00:00+00,Disorder,General Disorder,Trouble with Person,123 AV/89 ST,12,9,2022,2022/09/12
-113.580308864,53.539267819,3556,2022/09/12 12:00:00+00,Non-Violent,Property,Theft Under $5000,100 AV/100A AV,12,9,2022,2022/09/12
-113.474271869,53.5585564850001,3557,2022/09/12 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,STADIUM RD/STADIUM RD,12,9,2022,2022/09/12
-113.489164197,53.5445551340001,3558,2022/09/12 12:00:00+00,Violent,Personal Violence,Assault,102A AV/99 ST,12,9,2022,2022/09/12
-113.496070765,53.4553146920001,3559,2022/09/12 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,24 AV/104 ST,12,9,2022,2022/09/12
-113.514192172,53.6230484500001,3560,2022/09/12 12:00:00+00,Non-Violent,Property,Theft Under $5000,111 ST/162A AV,12,9,2022,2022/09/12
-113.39687256,53.5719134560001,3561,2022/09/12 12:00:00+00,Non-Violent,Property,Theft Under $5000,36 ST/119 AV,12,9,2022,2022/09/12
-113.406434783,53.5978768470001,3562,2022/09/12 12:00:00+00,Violent,Personal Violence,Assault,42 ST/42 ST,12,9,2022,2022/09/12
-113.526808597,53.543025705,3563,2022/09/12 12:00:00+00,Non-Violent,Property,Break and Enter Residential,102 AV/119 ST,12,9,2022,2022/09/12
-113.493714117,53.55456889,3564,2022/09/12 12:00:00+00,Non-Violent,Property,Possession Stolen Property,101 ST/108A AV,12,9,2022,2022/09/12
-113.52865178,53.540934694,3565,2022/09/12 12:00:00+00,Drugs,Drug Violations,Drugs,120 ST/JASPER AV,12,9,2022,2022/09/12
-113.495067918,53.519059315,3566,2022/09/12 12:00:00+00,Violent,Personal Violence,Assault,83 AV/GATEWAY BV,12,9,2022,2022/09/12
-113.581627542,53.5558457760001,3567,2022/09/12 12:00:00+00,Disorder,General Disorder,Trouble with Person,151 ST/110 AV,12,9,2022,2022/09/12
-113.418395486,53.5799644790001,3568,2022/09/12 12:00:00+00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,124 AV/50 ST,12,9,2022,2022/09/12
-113.568564265,53.5581858300001,3569,2022/09/12 12:00:00+00,Violent,Personal Violence,Assault,110A AV/144 ST,12,9,2022,2022/09/12
-113.492323261,53.5449090320001,3570,2022/09/12 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,100A ST/102 ST,12,9,2022,2022/09/12
-113.506592032,53.5388451680001,3571,2022/09/12 12:00:00+00,Non-Violent,Property,Break and Enter Commercial,100 AV/108 ST,12,9,2022,2022/09/12
-113.53481098,53.6340266240001,3572,2022/09/12 12:00:00+00,Non-Violent,Property,Theft Under $5000,172 AV/RAPPERSWILL DR,12,9,2022,2022/09/12
-113.61426993,53.437247846,3573,2022/09/12 12:00:00+00,Disorder,Disputes/Disturbances,Disturbance,170 ST SW/WINDERMERE BV SW,12,9,2022,2022/09/12
-113.619112121,53.5356717390001,3574,2022/09/12 12:00:00+00,Disorder,General Disorder,Trouble with Person,99 AV/172 ST,12,9,2022,2022/09/12
-113.618587599,53.4368625650001,3575,2022/09/12 12:00:00+00,Non-Violent,Property,Fraud - Financial,WINDERMERE WY SW/WINDERMERE WY SW,12,9,2022,2022/09/12
-113.501101203,53.535649709,3576,2022/09/12 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,105 ST/98 AV,12,9,2022,2022/09/12
-113.500463454,53.5180797950001,3577,2022/09/12 12:00:00+00,Violent,Personal Violence,Assault,105 ST/82 AV,12,9,2022,2022/09/12
-113.500463454,53.5180797950001,3578,2022/09/12 12:00:00+00,Non-Violent,Property,Theft Under $5000,105 ST/82 AV,12,9,2022,2022/09/12
-113.532588897,53.622473379,3579,2022/09/12 12:00:00+00,Disorder,Provincial Statute Violations,Intoxicated Person,162 AV/121 ST,12,9,2022,2022/09/12
-113.459331784,53.406987325,3580,2022/09/12 12:00:00+00,Disorder,Disputes/Disturbances,Dispute,CHOKECHERRY BE SW/CHOKECHERRY CM SW,12,9,2022,2022/09/12
-113.704128649,53.517674099,3581,2022/09/12 12:00:00+00,Non-Violent,Property,Break and Enter Residential,83A AV/83A AV,12,9,2022,2022/09/12
-113.534936942,53.599489492,3582,2022/09/12 12:00:00+00,Non-Violent,Property,Theft Under $5000,123A ST/137 AV,12,9,2022,2022/09/12
-113.568696269,53.5966161680001,3583,2022/09/12 12:00:00+00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,134 AV/143 ST,12,9,2022,2022/09/12
-113.493714117,53.55456889,3584,2022/09/11 12:00:00+00,Disorder,General Disorder,Trouble with Person,101 ST/108A AV,11,9,2022,2022/09/11
-113.499246972,53.5610314520001,3585,2022/09/11 12:00:00+00,Disorder,General Disorder,Trespassing,104 ST/112 AV,11,9,2022,2022/09/11
-113.499355681,53.4502454170001,3586,2022/09/11 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,20 AV/20 AV,11,9,2022,2022/09/11
-113.500967388,53.551200711,3587,2022/09/11 12:00:00+00,Non-Violent,Property,Break and Enter Residential,105 ST/106 ST,11,9,2022,2022/09/11
-113.412249497,53.570355367,3588,2022/09/11 12:00:00+00,Disorder,Disputes/Disturbances,Disturbance,118 AV/46 ST,11,9,2022,2022/09/11
-113.532443016,53.550972904,3589,2022/09/11 12:00:00+00,Non-Violent,Property,Theft Under $5000,107 AV/122 ST,11,9,2022,2022/09/11
-113.45713187,53.586052679,3590,2022/09/11 12:00:00+00,Non-Violent,Property,Property Damage,128 AV/76 ST,11,9,2022,2022/09/11
-113.515791539,53.5576836720001,3591,2022/09/11 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,110A AV/113 ST,11,9,2022,2022/09/11
-113.43375468,53.466194493,3592,2022/09/11 12:00:00+00,Disorder,General Disorder,Trespassing,34A AV/34B AV,11,9,2022,2022/09/11
-113.487824162,53.593736639,3593,2022/09/11 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,133 AV/95 ST,11,9,2022,2022/09/11
-113.490197778,53.5657869680001,3594,2022/09/11 12:00:00+00,Non-Violent,Property,Break and Enter Residential,115 AV/96 ST,11,9,2022,2022/09/11
-113.44609371,53.570377346,3595,2022/09/11 12:00:00+00,Violent,Personal Violence,Assault,118 AV/68 ST,11,9,2022,2022/09/11
-113.415323905,53.569464619,3596,2022/09/11 12:00:00+00,Disorder,General Disorder,Trouble with Person,48 ST/117 AV,11,9,2022,2022/09/11
-113.418305534,53.5875958930001,3597,2022/09/11 12:00:00+00,Non-Violent,Property,Fraud - Financial,50 ST/129 AV,11,9,2022,2022/09/11
-113.578274331,53.4937145860001,3598,2022/09/11 12:00:00+00,Violent,Personal Violence,Assault,56 AV/RIVERBEND RD,11,9,2022,2022/09/11
-113.565819266,53.5628804880001,3599,2022/09/11 12:00:00+00,Non-Violent,Property,Fraud - Financial,114 AV/142 ST,11,9,2022,2022/09/11
-113.427013298,53.6340169640001,3600,2022/09/11 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,MCCONACHIE DR/MCDONOUGH WY,11,9,2022,2022/09/11
-113.461118959,53.4125974570001,3601,2022/09/11 12:00:00+00,Disorder,General Disorder,Trouble with Person,22 AV SW/SAVARYN DR SW,11,9,2022,2022/09/11
-113.523139949,53.5409435610001,3602,2022/09/11 12:00:00+00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,JASPER AV/117 ST,11,9,2022,2022/09/11
-113.4919108,53.5498966650001,3603,2022/09/11 12:00:00+00,Violent,Personal Violence,Assault,100 ST/106 AV,11,9,2022,2022/09/11
-113.465508601,53.571951503,3604,2022/09/11 12:00:00+00,Non-Violent,Property,Theft Under $5000,119 AV/81 ST,11,9,2022,2022/09/11
-113.474716335,53.5039093070001,3605,2022/09/11 12:00:00+00,Disorder,Disputes/Disturbances,Disturbance,67 AV/67 AV,11,9,2022,2022/09/11
-113.613518023,53.544853484,3606,2022/09/11 12:00:00+00,Non-Violent,Property,Theft Under $5000,103 AV/MAYFIELD COMMON RD,11,9,2022,2022/09/11
-113.454034888,53.5463351380001,3607,2022/09/10 12:00:00+00,Disorder,General Disorder,Trouble with Person,104 AV/82 ST,10,9,2022,2022/09/10
-113.486454116,53.5590446480001,3608,2022/09/10 12:00:00+00,Weapons,Weapons Violations,Weapons Complaint,110A AV/95 ST,10,9,2022,2022/09/10
-113.399973901,53.56412462,3609,2022/09/10 12:00:00+00,Disorder,General Disorder,Trouble with Person,111 AV/38 ST,10,9,2022,2022/09/10
-113.48073076,53.5582683700001,3610,2022/09/10 12:00:00+00,Weapons,Weapons Violations,Weapons Complaint,109 AV/109A AV,10,9,2022,2022/09/10
-113.506597197,53.551406227,3611,2022/09/10 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,107 AV/108 ST,10,9,2022,2022/09/10
-113.49657917,53.5895976050001,3612,2022/09/10 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,102A ST/130 AV,10,9,2022,2022/09/10
-113.371998561,53.6084859640001,3613,2022/09/10 12:00:00+00,Violent,Personal Violence,Assault,20 ST/145A AV,10,9,2022,2022/09/10
-113.50046612,53.5170799480001,3614,2022/09/10 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,105 ST/81 AV,10,9,2022,2022/09/10
-113.512045587,53.520043978,3615,2022/09/10 12:00:00+00,Non-Violent,Property,Possession Stolen Property,109 ST/84 AV,10,9,2022,2022/09/10
-113.608269978,53.5164975370001,3616,2022/09/10 12:00:00+00,Disorder,General Disorder,Trouble with Person,166 ST/83 AV,10,9,2022,2022/09/10
-113.49193966,53.5766576680001,3617,2022/09/10 12:00:00+00,Disorder,General Disorder,Trespassing,122 AV/97 ST,10,9,2022,2022/09/10
-113.494987253,53.4831138010001,3618,2022/09/10 12:00:00+00,Non-Violent,Property,Possession Stolen Property,45 AV/CALGARY TR,10,9,2022,2022/09/10
-113.488971538,53.543470933,3619,2022/09/10 12:00:00+00,Non-Violent,Property,Theft Under $5000,102 AV/99 ST,10,9,2022,2022/09/10
-113.46908946,53.5905155140001,3620,2022/09/10 12:00:00+00,Disorder,Provincial Statute Violations,Intoxicated Person,131 AV/83 ST,10,9,2022,2022/09/10
-113.500967388,53.551200711,3621,2022/09/10 12:00:00+00,Weapons,Weapons Violations,Weapons Complaint,105 ST/106 ST,10,9,2022,2022/09/10
-113.479671856,53.5860394850001,3622,2022/09/10 12:00:00+00,Non-Violent,Property,Fraud Personal,128 AV/90 ST,10,9,2022,2022/09/10
-113.666406474,53.4884422590001,3623,2022/09/10 12:00:00+00,Drugs,Drug Violations,Drugs,200 ST/200 ST,10,9,2022,2022/09/10
-113.360199874,53.473885297,3624,2022/09/10 12:00:00+00,Non-Violent,Property,Fraud Personal,37B AV/12 ST,10,9,2022,2022/09/10
-113.492023651,53.570386408,3625,2022/09/10 12:00:00+00,Non-Violent,Property,Possession Stolen Property,118 AV/97 ST,10,9,2022,2022/09/10
-113.443625971,53.4171856240001,3626,2022/09/10 12:00:00+00,Non-Violent,Property,Internet Fraud,19 AV SW/67 ST SW,10,9,2022,2022/09/10
-113.409936501,53.601952043,3627,2022/09/10 12:00:00+00,Non-Violent,Property,Break and Enter Residential,139 AV/139 AV,10,9,2022,2022/09/10
-113.495677642,53.4215394140001,3628,2022/09/10 12:00:00+00,Non-Violent,Property,Theft Under $5000,103A ST SW/103A ST SW,10,9,2022,2022/09/10
-113.498827783,53.4831936140001,3629,2022/09/10 12:00:00+00,Disorder,Disputes/Disturbances,Disturbance,104A ST/104A ST,10,9,2022,2022/09/10
-113.503500334,53.514240289,3630,2022/09/10 12:00:00+00,Non-Violent,Property,Theft Under $5000,106 ST/78 AV,10,9,2022,2022/09/10
-113.497409649,53.5430126160001,3631,2022/09/09 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,102 AV/103 ST,9,9,2022,2022/09/09
-113.552099315,53.5522713390001,3632,2022/09/09 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,133 ST/133 ST,9,9,2022,2022/09/09
-113.560047369,53.6081212930001,3633,2022/09/09 12:00:00+00,Violent,Personal Violence,Robbery Personal,139 ST/146 AV,9,9,2022,2022/09/09
-113.399891434,53.6022498950001,3634,2022/09/09 12:00:00+00,Non-Violent,Property,Theft Under $5000,139 AV/37 ST,9,9,2022,2022/09/09
-113.615357569,53.524858894,3635,2022/09/09 12:00:00+00,Non-Violent,Property,Theft Under $5000,170 ST/90 AV,9,9,2022,2022/09/09
-113.507822407,53.4847943290001,3636,2022/09/09 12:00:00+00,Non-Violent,Property,Theft Under $5000,107 ST/47 AV,9,9,2022,2022/09/09
-113.435281254,53.5751036500001,3637,2022/09/09 12:00:00+00,Non-Violent,Property,Break and Enter Residential,121 AV/61 ST,9,9,2022,2022/09/09
-113.470745212,53.559505502,3638,2022/09/09 12:00:00+00,Non-Violent,Property,Theft Under $5000,111 AV/84 ST,9,9,2022,2022/09/09
-113.476677709,53.564283222,3639,2022/09/09 12:00:00+00,Disorder,General Disorder,Trouble with Person,114 AV/88 ST,9,9,2022,2022/09/09
-113.482690365,53.576623517,3640,2022/09/09 12:00:00+00,Non-Violent,Property,Possession Stolen Property,122 AV/92 ST,9,9,2022,2022/09/09
-113.519975892,53.4493311430001,3641,2022/09/09 12:00:00+00,Non-Violent,Property,Theft Under $5000,112 ST/SADDLEBACK RD,9,9,2022,2022/09/09
-113.493713264,53.579440322,3642,2022/09/09 12:00:00+00,Violent,Personal Violence,Assault,101 ST/124 AV,9,9,2022,2022/09/09
-113.520310222,53.6214987340001,3643,2022/09/09 12:00:00+00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,114 ST/160 AV,9,9,2022,2022/09/09
-113.69032057,53.5149621300001,3644,2022/08/06 12:00:00+00,Non-Violent,Property,Theft Under $5000,217 ST/80 AV,6,8,2022,2022/08/06
-113.50843139,53.544606763,3645,2022/08/06 12:00:00+00,Disorder,General Disorder,Trouble with Person,103 AV/109 ST,6,8,2022,2022/08/06
-113.44762969,53.6026903220001,3646,2022/08/06 12:00:00+00,Non-Violent,Property,Theft Under $5000,140 AV/69 ST,6,8,2022,2022/08/06
-113.563488699,53.5963896260001,3647,2022/08/06 12:00:00+00,Disorder,Provincial Statute Violations,Intoxicated Person,118 ST/135A AV,6,8,2022,2022/08/06
-113.393518851,53.3958035680001,3648,2022/08/06 12:00:00+00,Disorder,General Disorder,Trespassing,34 ST SW/41 AV SW,6,8,2022,2022/08/06
-113.519656723,53.5655924980001,3649,2022/08/06 12:00:00+00,Non-Violent,Property,Theft Under $5000,AIRPORT RD/KINGSWAY ,6,8,2022,2022/08/06
-113.495559479,53.573548857,3650,2022/08/05 12:00:00+00,Non-Violent,Property,Fraud - Financial,102 ST/120 AV,5,8,2022,2022/08/05
-113.59909407,53.5390834070001,3651,2022/08/05 12:00:00+00,Non-Violent,Property,Theft Under $5000,161 ST/162 ST,5,8,2022,2022/08/05
-113.49740666,53.540924945,3652,2022/08/05 12:00:00+00,Non-Violent,Property,Fraud - Financial,103 ST/JASPER AV,5,8,2022,2022/08/05
-113.498493574,53.502531446,3653,2022/08/05 12:00:00+00,Non-Violent,Property,Theft Under $5000,105A ST/66 AV,5,8,2022,2022/08/05
-113.489776828,53.5527217810001,3654,2022/08/05 12:00:00+00,Disorder,General Disorder,Trouble with Person,107A AV/97 ST,5,8,2022,2022/08/05
-113.547884634,53.5531022970001,3655,2022/08/05 12:00:00+00,Disorder,General Disorder,Trouble with Person,131 ST/131 ST,5,8,2022,2022/08/05
-113.537734561,53.579273168,3656,2022/08/05 12:00:00+00,Drugs,Drug Violations,Drugs,124 AV/125 ST,5,8,2022,2022/08/05
-113.434292903,53.4778461330001,3657,2022/08/05 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,GRAND MEADOW CR/GRAND MEADOW CR,5,8,2022,2022/08/05
-113.442922641,53.5860863290001,3658,2022/08/05 12:00:00+00,Non-Violent,Property,Break and Enter Commercial,128 AV/66 ST,5,8,2022,2022/08/05
-113.449278318,53.550497245,3659,2022/08/05 12:00:00+00,Non-Violent,Property,Theft Under $5000,106A AV/79 ST,5,8,2022,2022/08/05
-113.467268427,53.591842098,3660,2022/08/05 12:00:00+00,Disorder,Provincial Statute Violations,Intoxicated Person,82 ST/82 ST,5,8,2022,2022/08/05
-113.503485159,53.518085344,3661,2022/08/05 12:00:00+00,Non-Violent,Property,Theft Under $5000,106 ST/82 AV,5,8,2022,2022/08/05
-113.500463454,53.5180797950001,3662,2022/08/05 12:00:00+00,Non-Violent,Property,Theft Under $5000,105 ST/82 AV,5,8,2022,2022/08/05
-113.500463454,53.5180797950001,3663,2022/08/05 12:00:00+00,Non-Violent,Property,Theft Under $5000,105 ST/82 AV,5,8,2022,2022/08/05
-113.481222278,53.573541522,3664,2022/08/05 12:00:00+00,Non-Violent,Property,Break and Enter Residential,120 AV/91 ST,5,8,2022,2022/08/05
-113.49467426,53.534614602,3665,2022/08/05 12:00:00+00,Drugs,Drug Violations,Drugs,101A ST/97A AV,5,8,2022,2022/08/05
-113.486088179,53.474098591,3666,2022/08/05 12:00:00+00,Disorder,General Disorder,Trouble with Person,39 AV/99 ST,5,8,2022,2022/08/05
-113.527582628,53.6190723930001,3667,2022/08/05 12:00:00+00,Non-Violent,Property,Theft Under $5000,119 ST/157 AV,5,8,2022,2022/08/05
-113.501118302,53.5294734830001,3668,2022/08/05 12:00:00+00,Disorder,General Disorder,Trespassing,105 ST/105 ST,5,8,2022,2022/08/05
-113.41865734,53.4458870130001,3669,2022/08/05 12:00:00+00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,50 ST/MILL WOODS RD,5,8,2022,2022/08/05
-113.470725701,53.4554124030001,3670,2022/08/05 12:00:00+00,Non-Violent,Property,Theft Under $5000,26 AV/92 ST,5,8,2022,2022/08/05
-113.528806,53.4500085590001,3671,2022/08/05 12:00:00+00,Non-Violent,Property,Theft Under $5000,118 ST/118 ST,5,8,2022,2022/08/05
-113.376840462,53.594012913,3672,2022/08/05 12:00:00+00,Non-Violent,Property,Theft Under $5000,133 AV/22 ST,5,8,2022,2022/08/05
-113.674401773,53.5522714480001,3673,2022/08/05 12:00:00+00,Non-Violent,Property,Theft Under $5000,106 AV/205 ST,5,8,2022,2022/08/05
-113.420085856,53.4433952900001,3674,2022/08/05 12:00:00+00,Non-Violent,Property,Theft Under $5000,14 AV/51 ST,5,8,2022,2022/08/05
-113.485440965,53.550743792,3675,2022/08/05 12:00:00+00,Non-Violent,Property,Theft Under $5000,96 ST/106 AV,5,8,2022,2022/08/05
-113.491978757,53.600412324,3676,2022/08/05 12:00:00+00,Non-Violent,Property,Break and Enter Commercial,97 ST/NORTHGATE TC,5,8,2022,2022/08/05
-113.532851497,53.5786707600001,3677,2022/08/05 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,124 AV/124 AV,5,8,2022,2022/08/05
-113.506607374,53.5476582360001,3678,2022/08/05 12:00:00+00,Non-Violent,Property,Theft Under $5000,108 ST/108 ST,5,8,2022,2022/08/05
-113.63011158,53.523759544,3679,2022/08/05 12:00:00+00,Non-Violent,Property,Theft Under $5000,178 ST/89 AV,5,8,2022,2022/08/05
-113.529810406,53.569906754,3680,2022/08/05 12:00:00+00,Violent,Sexual Violations,Indecent Act,KINGSWAY /121 ST,5,8,2022,2022/08/05
-113.565695284,53.51732493,3681,2022/08/05 12:00:00+00,Non-Violent,Property,Fraud General,85 AV/142 ST,5,8,2022,2022/08/05
-113.481108675,53.4155176470001,3682,2022/08/05 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,91 ST SW/SAVARYN DR SW,5,8,2022,2022/08/05
-113.458325766,53.519025766,3683,2022/08/05 12:00:00+00,Non-Violent,Property,Theft Under $5000,83 AV/85 ST,5,8,2022,2022/08/05
-113.403911666,53.4276745810001,3684,2022/08/05 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,41 ST SW/6 AV SW,5,8,2022,2022/08/05
-113.519656723,53.5655924980001,3685,2022/08/05 12:00:00+00,Non-Violent,Property,Theft Under $5000,AIRPORT RD/KINGSWAY ,5,8,2022,2022/08/05
-113.441216606,53.4599644960001,3686,2022/08/05 12:00:00+00,Violent,Personal Violence,Assault,29 AV/LAKEWOOD RD,5,8,2022,2022/08/05
-113.610342426,53.5443499020001,3687,2022/08/05 12:00:00+00,Non-Violent,Property,Theft Under $5000,102A AV/167 ST,5,8,2022,2022/08/05
-113.479731107,53.570391419,3688,2022/08/05 12:00:00+00,Non-Violent,Property,Break and Enter Residential,118 AV/90 ST,5,8,2022,2022/08/05
-113.541237906,53.6021292900001,3689,2022/08/05 12:00:00+00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,127 ST/140 AV,5,8,2022,2022/08/05
-113.495563666,53.543080667,3690,2022/08/04 12:00:00+00,Non-Violent,Property,Fraud - Financial,102 AV/102 ST,4,8,2022,2022/08/04
-113.509355513,53.5136230320001,3691,2022/08/04 12:00:00+00,Non-Violent,Property,Fraud - Financial,108 ST/UNIVERSITY AV,4,8,2022,2022/08/04
-113.520455594,53.5259426540001,3692,2022/08/04 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,NOT NAMED RD/NOT NAMED RD,4,8,2022,2022/08/04
-113.508427238,53.543017015,3693,2022/08/04 12:00:00+00,Non-Violent,Property,Theft Under $5000,102 AV/109 ST,4,8,2022,2022/08/04
-113.388551057,53.594090533,3694,2022/08/04 12:00:00+00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,133 AV/31 ST,4,8,2022,2022/08/04
-113.387015616,53.5995512000001,3695,2022/08/04 12:00:00+00,Violent,Personal Violence,Assault,137 AV/137 AV,4,8,2022,2022/08/04
-113.452407302,53.6025740640001,3696,2022/08/04 12:00:00+00,Disorder,General Disorder,Suspicious Vehicle,72 ST/140 AV,4,8,2022,2022/08/04
-113.58560483,53.5578954210001,3697,2022/08/04 12:00:00+00,Disorder,General Disorder,Trouble with Person,110A AV/153A ST,4,8,2022,2022/08/04
-113.470283827,53.46269433,3698,2022/08/04 12:00:00+00,Non-Violent,Property,Theft Under $5000,31 AV/92 ST,4,8,2022,2022/08/04
-113.467305859,53.5735479470001,3699,2022/08/04 12:00:00+00,Disorder,General Disorder,Trespassing,120 AV/82 ST,4,8,2022,2022/08/04
-113.506310942,53.518090521,3700,2022/08/04 12:00:00+00,Disorder,General Disorder,Trouble with Person,107 ST/82 AV,4,8,2022,2022/08/04
-113.549947738,53.487489231,3701,2022/08/04 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,126 ST/126 ST,4,8,2022,2022/08/04
-113.495559479,53.573548857,3702,2022/08/04 12:00:00+00,Disorder,General Disorder,Trouble with Person,102 ST/120 AV,4,8,2022,2022/08/04
-113.489164197,53.5445551340001,3703,2022/08/04 12:00:00+00,Violent,Personal Violence,Assault,102A AV/99 ST,4,8,2022,2022/08/04
-113.653120222,53.484377399,3704,2022/08/04 12:00:00+00,Non-Violent,Property,Internet Fraud,190A ST/47 AV,4,8,2022,2022/08/04
-113.579847216,53.5526027060001,3705,2022/08/04 12:00:00+00,Non-Violent,Property,Possession Stolen Property,108 AV/150 ST,4,8,2022,2022/08/04
-113.502914125,53.55141086,3706,2022/08/04 12:00:00+00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,106 ST/107 AV,4,8,2022,2022/08/04
-113.381248026,53.6021936660001,3707,2022/08/04 12:00:00+00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,25 ST/139 AV,4,8,2022,2022/08/04
-113.667148059,53.5151185220001,3708,2022/08/04 12:00:00+00,Non-Violent,Property,Theft Under $5000,PEARSON CR/POTTER GREENS DR,4,8,2022,2022/08/04
-113.49269942,53.585953354,3709,2022/08/04 12:00:00+00,Violent,Personal Violence,Assault,128 AV/128 AV,4,8,2022,2022/08/04
-113.482489788,53.437129831,3710,2022/08/04 12:00:00+00,Non-Violent,Property,Fraud - Financial,CALGARY TR/CALGARY TR,4,8,2022,2022/08/04
-113.549506253,53.5695327110001,3711,2022/08/04 12:00:00+00,Non-Violent,Property,Break and Enter Residential,119 ST/GROAT RD,4,8,2022,2022/08/04
-113.63011158,53.523759544,3712,2022/08/04 12:00:00+00,Non-Violent,Property,Fraud General,178 ST/89 AV,4,8,2022,2022/08/04
-113.495677642,53.4215394140001,3713,2022/08/04 12:00:00+00,Disorder,General Disorder,Suspicious Vehicle,103A ST SW/103A ST SW,4,8,2022,2022/08/04
-113.461118959,53.4125974570001,3714,2022/08/04 12:00:00+00,Non-Violent,Property,Internet Fraud,22 AV SW/SAVARYN DR SW,4,8,2022,2022/08/04
-113.407049925,53.6002747260001,3715,2022/08/04 12:00:00+00,Non-Violent,Property,Theft of Motor Vehicle,139 AV/42 ST,4,8,2022,2022/08/04
-113.590364203,53.519503177,3716,2022/08/04 12:00:00+00,Non-Violent,Property,Theft Under $5000,156 ST/87 AV,4,8,2022,2022/08/04
-113.426652956,53.456798275,3717,2022/08/04 12:00:00+00,Non-Violent,Property,Theft Under $5000,MILL WOODS TC/MILL WOODS TC,4,8,2022,2022/08/04
-113.412741539,53.5971108160001,3718,2022/08/04 12:00:00+00,Non-Violent,Property,Theft Under $5000,137 AV/137 AV,4,8,2022,2022/08/04
-113.495558028,53.553019346,3719,2022/08/04 12:00:00+00,Non-Violent,Property,Break and Enter Commercial,102 ST/108 AV,4,8,2022,2022/08/04
-113.523891353,53.5697780960001,3720,2022/08/04 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,AIRPORT RD/AIRPORT RD,4,8,2022,2022/08/04
-113.63011158,53.523759544,3721,2022/08/04 12:00:00+00,Non-Violent,Property,Theft Under $5000,178 ST/89 AV,4,8,2022,2022/08/04
-113.607425417,53.5237541220001,3722,2022/08/04 12:00:00+00,Non-Violent,Property,Theft Under $5000,165 ST/89 AV,4,8,2022,2022/08/04
-113.504762191,53.5388384460001,3723,2022/08/03 12:00:00+00,Disorder,Mischief/Graffiti,Mischief - Property,100 AV/107 ST,3,8,2022,2022/08/03
-113.423171782,53.5407231080001,3724,2022/08/03 12:00:00+00,Disorder,Provincial Statute Violations,Intoxicated Person,57 ST/TERRACE RD,3,8,2022,2022/08/03
-113.556325562,53.540290849,3725,2022/08/03 12:00:00+00,Disorder,General Disorder,Trouble with Person,100 AV/136 ST,3,8,2022,2022/08/03
